编号	价格	描述	入手条件	几部分	已购	衣服说明中的缩放比例	衣服说明中的坐标	衣服坐标
7024	2500	暖暖在漫长的战争中存活了下来，惊愕地发现坏掉的皮鞋变成了简单的凉鞋。		1	NO	1.0 	297,406	321,778
7025	600	黑色小皮鞋，清仓大甩卖的鞋店店员甩泪推荐。你值得拥有。		1	NO	1.0 	297,400	321,778
7026	1500	小道消息说这是用人类迄今为止捕获的最大的巨鳄皮制作的皮鞋。		1	NO	1.0 	297,400	321,778
7027	1500	暖暖参加小清新咖啡馆的手绘明信片活动得到的蝴蝶结小皮鞋。		1	NO	1.0 	297,400	321,778
7028	4800	暖暖因为成功抢购到这双鞋子而手舞足蹈了很久。驾驭它需要一定的气场。		1	NO	1.0 	297,406	321,778
7029	1000	广告牌说：“得到它不需要花费太多精力，却可以享受穿着它的每一秒钟。”		1	NO	1.0 	297,400	321,778
7030	7000	精巧的蝴蝶证明了它的高贵品质。精灵女王将它赠予你希望你牢记和精灵们的友谊。		1	NO	1.0 	297,402	321,778
7031	1000	暖暖用打工的钱在打工的店里买回来的一双鞋。		2	NO	1.0 	297,400	321,778
7032	4800	你不会吝啬多花一些金币购得这双鞋吧。它的特效是降低表白被拒的几率。		1	NO	1.0 	297,410	321,778
7033	600	妈妈看中的一双鞋，尽管暖暖不太喜欢但妈妈还是硬帮她买下了。		1	NO	1.0 	297,400	321,778
7034	300	这应该是一双胶鞋，虽然鞋带不太科学，走泥地过浅滩还是用得上它。		1	NO	1.0 	297,414	321,778
7035	3200	如果有男生悄悄把这样一双鞋放在你的课桌上，你会接受他吗？		1	NO	1.0 	297,406	321,778
7036	3200	款式简单大方。寥寥数笔就勾勒出一双鞋子的形状。高深的技艺让它价值不菲。		1	NO	1.0 	297,400	321,778
7037	2000	传说中每穿一次这双鞋就能召唤出大喵进行吐槽。		1	NO	1.0 	297,406	321,778
7038	1500	夹脚拖鞋是在夏天经久不衰的清凉经典款式。去度假请带上一双！		2	NO	1.0 	297,400	321,778
7039	1500	这个款式好像会显脚大，会吗？给暖暖穿上试验一下……		2	NO	1.0 	297,400	321,778
7040	2500	很大胆的颜色搭配。在这一堆鞋子里难得地闻到了一丝时尚的气息……		2	NO	1.0 	297,404	321,778
7041	2000	唔……这双鞋好像有点老式，什么？鞋底有外婆画的藏宝图？！藏宝图可不值这个价！		1	NO	1.0 	297,400	321,778
7042	300	非常正式的鞋。为了面试而买下来，平时不怎么会穿的样子。		1	NO	1.0 	297,400	321,778
7043	2500	木屐？暖暖穿上它一定会摔倒的，大喵说赶紧买下来赶紧买下来……		1	NO	1.0 	297,400	321,778
7044	300	边陲的半兽人们仿造人类技术制作的鞋子，款式不咋的，皮料却是上品。		1	NO	1.0 	297,400	321,778
7045	2500	卖鞋的说两朵大花代表着高贵和荣耀。其实正是这花让你犹豫要不要买下它……		1	NO	1.0 	297,400	321,778
7046	5800	想成为派对核心吗？想变得光彩夺目吗？大巫女为它施上了成为万人迷的诅咒！		1	NO	1.0 	297,406	321,778
7047	3200	鞋面好像肚兜……有点吃不消这样的设计……		2	NO	1.0 	297,400	321,778
7048	3200	穿着它来回踱步发出啪嗒啪嗒的响声，空气中弥漫着烧焦的烟草的味道。		1	NO	1.0 	297,400	321,778
7049	5800	暴雨的夜晚，一个神秘的波西米亚人将它送给你，并祝愿你一辈子的好运。		1	NO	1.0 	297,406	321,778
7050	3200	即使是童话世界里也只有有钱人家的小女孩会穿这么可爱的鞋子。		1	NO	1.0 	297,404	321,778
7051	2000	暖暖玩刮刮乐唯一中的一次奖。其实挺潮的一双鞋子。		1	NO	1.0 	297,400	321,778
7052	1000	传说午夜十二点之后辛德瑞拉的水晶鞋就会变成这个样子。		1	NO	1.0 	297,400	321,778
7053	600	如果你觉得这鞋子没什么大不了就错过了一次被王子找到的机会。好吧这是胡说八道。		1	NO	1.0 	297,400	321,778
7054	600	适合在咖啡店里坐一下午的鞋，它让人显得安静，明媚，而忧伤。		1	NO	1.0 	297,402	321,778
7055	2000	这双鞋子价值连城……因为，你穿着它干什么都行？！		1	NO	1.0 	297,400	321,778
7056	7000	请穿上它然后俯视众生。你迈步前行，便有无数人追随你。		1	NO	1.0 	297,406	318,780
8001	9999999	妈妈送给暖暖的珍珠项链。	随机	1	NO	1.0 	257,413	280,192
8002	3000	项链上似乎是某种古代纹饰，会有古代的力量佑护你。		1	NO	1.0 	241,411	280,192
8003	9999999	江川南把它送给暖暖时有些脸红。不知道他什么时候买的。	75A	1	NO	1.0 	268,462	280,192
8004	9999999	设计师手工制作的耳钉，要知道做首饰不是他的强项，却充满诚意。	72A	1	NO	1.0 	275,474	280,192
8005	0	在吸血鬼浪漫爱情电影流行时买下来的。但是……这样帅气的吸血鬼就不敢靠近了吧。		1	YES	1.0 	241,411	280,192
8006	3000	尽管不是近视眼，有时也要知性一点。能瞬间改变气场的饰品中的极品。		1	NO	1.0 	227,459	280,192
8007	9999999	这副眼镜没有镜片。没有镜片的眼镜才是时尚的眼镜。	随机	1	NO	1.0 	227,459	280,192
8008	3000	充满工业时代迷人气质的重金属狂野项……圈。		1	NO	1.0 	241,411	280,192
8009	3000	有些装束缺了领子和领结就缺了灵魂和生命。		1	NO	1.0 	241,411	280,192
8010	3000	暖暖的一名追求者偷偷送的，奇葩的是送完后居然没留下名字。		1	NO	1.0 	241,398	280,192
8011	3000	华丽的彩金项链，也只有在正式场合才舍得戴。暖暖扶老奶奶过马路得到的礼物。		1	NO	1.0 	241,411	280,192
8012	9999999	少女风的耳坠，带上很有动感又有青春活力。	随机	1	NO	1.0 	236,448	280,192
8013	3000	漂亮的项链，令人神往的异族风情。异族的商贩热情地将它给你戴上。		1	NO	1.0 	241,411	280,192
8014	9999999	也不知道是头饰还是耳饰……戴上看看吧？	随机	1	NO	1.0 	274,462	280,192
8015	3000	怎么说呢让人想起乡村音乐，散发着清新自然气息的缎带颈饰。		1	NO	1.0 	241,411	280,192
8016	3000	暖暖从即将沉没的大船上救下了一对气质不俗的母女，这个是她们的谢礼。		1	NO	1.0 	271,453	280,192
8017	8000	应该是某件礼服的领子，上面的这颗名叫‘深蓝礼赞’的宝石已经失踪了一个多世纪。		1	NO	1.0 	241,411	280,192
8018	3000	暖暖捡到这对耳环的时候公主刚刚率领她的军队经过这个小镇。道路上还残留着马蹄印。		1	NO	1.0 	268,450	280,192
8019	9999999	镜片反光的话会看起来像大反派。一个穷困潦倒的侦探把它卖给了江川南。	75A	1	NO	1.0 	214,438	280,192
8020	5000	传说戴上这颗名叫‘魔鬼之心’的红宝石就可以轻易吞噬男人的心。		1	NO	1.0 	251,419	280,192
8021	9999999	把腰束得很细的细腰腰带。是不是很拗口的介绍？	随机	1	NO	1.0 	252,337	310,248
8022	3000	不知为什么姐姐看到这个时异常兴奋，就自掏腰包帮暖暖买下了。推荐无袖时佩戴。		1	NO	1.0 	319,397	310,248
8023	9999999	酒保说参加派对的女孩子必须买一个尾巴。暖暖紧张兮兮地买了，发现别人都没买。	9S	1	NO	1.0 	304,310	310,248
8024	9999999	寄托了家人和爱人的思念。是一枚绝不可以丢弃的护身符。	35S	1	NO	1.0 	261,436	310,248
8025	3000	一个波西米亚人好心提醒你，走进丛林前最好在腰带上的小包里放进驱赶猛兽的香料。		1	NO	1.0 	252,318	310,248
8026	9999999	吉普赛女郎抚摸着暖暖的额头，说她就是明日之星。于是暖暖开心地买了个六芒星挂坠。	37S	1	NO	1.0 	256,394	310,248
8027	3000	这是……大喵的尾巴吗？		1	NO	1.0 	259,410	208,358
8028	3000	沙漠中的商队正在出售的发饰，据说除了能引导方向还能引导突如其来的爱情。		2	NO	1.0 	478,250	451,48
8029	3000	象征着和平与爱的头饰，赞颂来之不易的平和安宁。		1	NO	1.0 	281,373	325,61
8030	3000	兔子耳朵与你同在！花花公子与你同在！今夜你将是最迷人的女孩！		1	NO	1.0 	268,410	325,61
8031	3000	田园风的帽子，戴上一定很淑女吧。请对着阳光轻轻微笑。		2	NO	1.0 	299,358	325,61
8032	3000	从阁楼里找到这顶帽子，里面的昏沉呛得暖暖不停地咳嗽。		2	NO	1.0 	283,376	325,61
8033	8000	栩栩如生的蝴蝶耳环，什么？本来就是会动的蝴蝶？精灵们的魔法真让女孩心动。		1	NO	1.0 	290,356	325,61
8034	9999999	去健身房的路上暖暖买到了这样的头饰，似乎很适合某套服装。然后她就回家了……	48S	1	NO	1.0 	277,354	325,61
8035	3000	你仿佛看到一只米老鼠一蹦一跳地向你走来。		1	NO	1.0 	271,394	325,61
8036	3000	大喵从不知道哪里叼来的一个蝴蝶结。		1	NO	1.0 	281,403	325,61
8037	9999999	暖暖觉得这对耳朵比大喵的耳朵还要萌。	23S	1	NO	1.0 	268,387	325,61
8038	3000	粉红色的蔷薇花，期待转角遇见浪漫邂逅的少女都会买下它。		1	NO	1.0 	281,381	325,61
8039	9999999	童话中走出的小镇女孩在路边兜售这样的发饰，谁会不想买一个呢？		1	NO	1.0 	316,363	325,61
8040	9999999	另一个田园风的帽子，不过怎么这么像草帽？好吧，大概本来就是。		2	NO	1.0 	287,359	325,61
8041	9999999	戴上它，没有人知道你从哪里来，也没有人知道你要往哪里去。	随机	1	NO	1.0 	268,339	325,61
8042	3000	很有海洋的味道，平时戴着又很清爽。“海洋的女儿请接受我的祝福。”		1	NO	1.0 	304,375	325,61
8043	9999999	它叫‘刹那芳华’。如同从历史长河中沐浴而归的美人。	4S	1	NO	1.0 	275,378	325,61
8044	9999999	设计师获奖时公主作为颁奖嘉宾弄丢了奖品，所以情急之下把无价的头冠赠予他。	72A	1	NO	1.0 	275,390	325,61
8045	3000	前面的黑纱给人捉摸不透的神秘感。人称‘黑暗夫人’的女士临行前将它送给了暖暖。		1	NO	1.0 	302,378	325,61
8046	5000	这顶帽子往往唤起人们对正义的追求，以及对智慧的狂热。		1	NO	1.0 	290,372	325,61
8047	9999999	可不是什么时候都能戴这么一个大蝴蝶结在头上！暖暖完成的手工作品之唯一。	随机	1	NO	1.0 	286,387	325,61
8048	9999999	表演结束时暖暖在一片狼藉的舞台上捡到的。不是道具，也好像不属于这个时代的样子。	59S	1	NO	1.0 	272,391	325,61
8049	9999999	技艺高超心灵手巧的前辈模特姐姐教给暖暖一个新的妆容。	49S	1	NO	1.0 	237,426	286,172
8050	9999999	恭喜你完成十个任务，妈妈教给暖暖一个新的妆容。	10个任务	1	NO	1.0 	237,426	286,172
8051	9999999	神秘的伯爵夫人从黑暗中走出来，教给暖暖一个新的妆容。	随机	1	NO	1.0 	237,426	286,172
8052	9999999	恭喜你完成二十个任务，姐姐教给暖暖一个新的妆容。	20个任务	1	NO	1.0 	237,426	286,172
8053	9999999	恭喜你完成三十个任务，好朋友教给暖暖一个新的妆容。	30个任务	1	NO	1.0 	237,426	286,172
8054	9999999	恭喜你完成四十个任务，卖盗版游戏的教给暖暖一个新的妆容。	40个任务	1	NO	1.0 	237,426	286,172
8055	9999999	恭喜你完成五十个任务，居委会大妈教给暖暖一个新的妆容。	50个任务	1	NO	1.0 	237,426	286,172
8056	9999999	恭喜你完成六十个任务，被暖暖帮助过的人们教给暖暖一个新的妆容。	60个任务	1	NO	1.0 	237,426	286,172
8057	9999999	恭喜你完成七十个任务，公主教给暖暖一个新的妆容。	70个任务	1	NO	1.0 	237,426	286,172
8058	9999999	突然有一天，大喵教给暖暖一个新的妆容。	随机	1	NO	1.0 	237,426	286,172
